ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,Side,City,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2733881,Bing,,2,2020-06-02 11:23:18,2020-06-02 11:38:18,38.95027,-76.98953,0.0,At South Dakota Ave NE - Accident., Sargent Rd NE,R,Washington,20017-2823,US,US/Eastern,KCGS,2020-06-02 11:15:00,65.0,65.0,48.0,30.03,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2733896,Bing,,2,2020-06-02 12:32:19,2020-06-02 13:02:19,38.917229999999996,-76.97801,0.0,At Montana Ave - Accident.,New York Ave NE,R,Washington,20002,US,US/Eastern,KDCA,2020-06-02 12:52:00,70.0,70.0,51.0,30.05,10.0,ESE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2733897,Bing,,2,2020-06-02 12:32:19,2020-06-02 13:02:19,38.917229999999996,-76.97801,0.0,At Montana Ave - Accident.,New York Ave NE,R,Washington,20002,US,US/Eastern,KDCA,2020-06-02 12:52:00,70.0,70.0,51.0,30.05,10.0,ESE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2734004,Bing,,2,2020-06-02 16:17:09,2020-06-02 17:02:09,38.92718,-76.96727,0.0,At Bladensburg Rd NE - Accident., South Dakota Ave NE,L,Washington,20018-1640,US,US/Eastern,KCGS,2020-06-02 16:15:00,74.0,74.0,30.0,29.89,10.0,S,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2734034,Bing,,4,2020-06-02 16:56:19,2020-06-02 17:11:19,38.85521,-76.96995,0.295,Closed between 25th St SE and Suitland Pky SE - Road closed due to accident., Gainesville St SE,L,Washington,20020-2606,US,US/Eastern,KWBC,2020-06-02 16:56:00,74.0,74.0,41.0,29.63,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2734035,Bing,,4,2020-06-02 16:56:19,2020-06-02 17:11:19,38.85131,-76.97218000000001,0.295,Closed between Suitland Pky SE and 25th St SE - Road closed due to accident., Alabama Ave SE,L,Washington,20020,US,US/Eastern,KWBC,2020-06-02 16:56:00,74.0,74.0,41.0,29.63,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2734041,Bing,,4,2020-06-02 16:56:19,2020-06-02 17:11:19,38.85521,-76.96995,0.295,Closed between 25th St SE and Suitland Pky SE - Road closed due to accident., Gainesville St SE,L,Washington,20020-2606,US,US/Eastern,KWBC,2020-06-02 16:56:00,74.0,74.0,41.0,29.63,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2734042,Bing,,4,2020-06-02 16:56:19,2020-06-02 17:11:19,38.85131,-76.97218000000001,0.295,Closed between Suitland Pky SE and 25th St SE - Road closed due to accident., Alabama Ave SE,L,Washington,20020,US,US/Eastern,KWBC,2020-06-02 16:56:00,74.0,74.0,41.0,29.63,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2734050,Bing,,4,2020-06-02 17:17:48,2020-06-02 17:32:48,38.85521,-76.96995,0.295,Closed between 25th St SE and Suitland Pky SE - Road closed due to accident., Gainesville St SE,L,Washington,20020-2606,US,US/Eastern,KWBC,2020-06-02 16:56:00,74.0,74.0,41.0,29.63,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2734051,Bing,,4,2020-06-02 17:17:48,2020-06-02 17:32:48,38.85131,-76.97218000000001,0.295,Closed between Suitland Pky SE and 25th St SE - Road closed due to accident., Alabama Ave SE,L,Washington,20020,US,US/Eastern,KWBC,2020-06-02 16:56:00,74.0,74.0,41.0,29.63,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2734099,Bing,,4,2020-06-02 20:28:32,2020-06-02 20:58:32,38.87335,-76.97064,0.098,Closed at Branch Ave - Road closed due to accident., Minnesota Ave SE,R,Washington,20020-5327,US,US/Eastern,KWBC,2020-06-02 20:56:00,69.0,69.0,60.0,29.57,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-2734100,Bing,,4,2020-06-02 20:28:32,2020-06-02 20:58:32,38.8728,-76.96897,0.098,Closed at Minnesota Ave - Road closed due to accident., 27th St SE,L,Washington,20020-3656,US,US/Eastern,KWBC,2020-06-02 20:56:00,69.0,69.0,60.0,29.57,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-2736045,Bing,,2,2020-06-03 07:21:17,2020-06-03 07:36:17,38.888490000000004,-77.05241,0.0,At Independence Ave SW - Accident.,Ohio Dr SW,R,Washington,20037,US,US/Eastern,KDCA,2020-06-03 06:52:00,70.0,70.0,78.0,29.8,10.0,SSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2736053,Bing,,2,2020-06-03 07:21:17,2020-06-03 08:04:52,38.888490000000004,-77.05241,0.0,At Independence Ave SW - Accident.,Ohio Dr SW,R,Washington,20037,US,US/Eastern,KDCA,2020-06-03 06:52:00,70.0,70.0,78.0,29.8,10.0,SSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2736248,Bing,,2,2020-06-03 15:04:09,2020-06-03 15:49:09,38.92667,-77.00896,0.0,At N Capitol St - Accident.,N Capitol St NE,R,Washington,20017,US,US/Eastern,KCGS,2020-06-03 14:55:00,89.0,89.0,37.0,29.65,10.0,S,6.0,0.0,Fair,True,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2736249,Bing,,2,2020-06-03 15:01:30,2020-06-03 15:51:28,38.90011,-76.9828,0.0,At Maryland Ave NE/Bladensburg Rd NE - Accident.,Benning Rd NE,R,Washington,20002,US,US/Eastern,KDCA,2020-06-03 14:52:00,91.0,91.0,42.0,29.7,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-2736255,Bing,,2,2020-06-03 15:59:51,2020-06-03 16:44:51,38.9002,-77.01290999999999,0.0,At Massachusetts Ave NW - Accident., New Jersey Ave NW,L,Washington,20001,US,US/Eastern,KDCA,2020-06-03 15:52:00,92.0,92.0,39.0,29.68,10.0,WSW,18.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2736259,Bing,,3,2020-06-03 16:54:59,2020-06-03 17:24:59,38.84485,-77.00721999999999,0.0,At Malcolm X Ave/Exit 2 - Accident.,I-295 N,R,Washington,20032,US,US/Eastern,KDCA,2020-06-03 16:52:00,91.0,91.0,39.0,29.68,10.0,SW,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2736292,Bing,,2,2020-06-03 15:52:23,2020-06-03 16:57:21,38.92667,-77.00896,0.0,At N Capitol St - Accident.,N Capitol St NE,R,Washington,20017,US,US/Eastern,KCGS,2020-06-03 15:55:00,91.0,91.0,35.0,29.63,10.0,SW,8.0,0.0,Fair,True,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2736340,Bing,,3,2020-06-03 16:54:59,2020-06-03 17:44:57,38.84485,-77.00721999999999,0.0,At Malcolm X Ave/Exit 2 - Accident.,I-295 N,R,Washington,20032,US,US/Eastern,KDCA,2020-06-03 16:52:00,91.0,91.0,39.0,29.68,10.0,SW,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2736377,Bing,,2,2020-06-03 18:34:12,2020-06-03 19:04:12,38.91558,-77.04165,0.0,At New Hampshire Ave NW - Accident., T St NW,L,Washington,20009-7126,US,US/Eastern,KDCA,2020-06-03 18:52:00,90.0,90.0,42.0,29.68,10.0,SW,12.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2741373,Bing,,2,2020-04-30 15:54:53,2020-04-30 16:19:52,38.861090000000004,-77.00268,0.0,At Malcolm X Ave/Exit 2 - Accident.,I-295 S,R,Washington,20020,US,US/Eastern,KWBC,2020-04-30 15:56:00,59.0,59.0,99.0,29.41,4.0,SE,3.0,0.14,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2741583,Bing,,2,2020-04-30 18:45:12,2020-04-30 19:00:12,38.94188,-77.03271,0.0,At 16th St NW - Accident., 14th St NW,R,Washington,20011,US,US/Eastern,KCGS,2020-04-30 18:43:00,58.0,58.0,94.0,29.63,10.0,CALM,0.0,0.0,Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2741592,Bing,,2,2020-04-30 18:27:35,2020-04-30 18:57:34,38.94188,-77.03271,0.0,At 16th St NW - Accident., 14th St NW,R,Washington,20011,US,US/Eastern,KCGS,2020-04-30 18:23:00,58.0,58.0,94.0,29.63,10.0,CALM,0.0,0.0,Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2741619,Bing,,4,2020-04-30 18:44:56,2020-04-30 19:14:56,38.84485,-77.00721999999999,1.139,Closed between Capitol St and Suitland Pky/Exit 3 - Road closed due to accident.,I-295 N,R,Washington,20032,US,US/Eastern,KDCA,2020-04-30 18:37:00,60.0,60.0,90.0,29.68,10.0,S,9.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2741622,Bing,,3,2020-04-30 18:27:25,2020-04-30 18:57:24,38.860929999999996,-77.00259,0.0,At Suitland Pky/Exit 3 - Accident.,I-295 N,R,Washington,20020,US,US/Eastern,KWBC,2020-04-30 18:14:00,57.0,57.0,100.0,29.39,10.0,SW,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2741643,Bing,,2,2020-04-30 18:45:12,2020-04-30 19:00:12,38.89351,-77.05013000000001,0.0,At I-66/US-50/Constitution Ave NW - Accident.,23rd St NW,R,Washington,20037,US,US/Eastern,KDCA,2020-04-30 18:52:00,59.0,59.0,93.0,29.69,8.0,S,9.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2741650,Bing,,4,2020-04-30 18:44:56,2020-04-30 19:14:56,38.84485,-77.00721999999999,1.139,Closed between Capitol St and Suitland Pky/Exit 3 - Road closed due to accident.,I-295 N,R,Washington,20032,US,US/Eastern,KDCA,2020-04-30 18:37:00,60.0,60.0,90.0,29.68,10.0,S,9.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2741652,Bing,,1,2020-04-30 18:54:52,2020-04-30 19:44:50,38.94188,-77.03271,0.0,At 16th St NW - Accident., 14th St NW,R,Washington,20011,US,US/Eastern,KCGS,2020-04-30 19:03:00,58.0,58.0,94.0,29.64,7.0,S,6.0,0.0,Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2741653,Bing,,2,2020-04-30 18:57:15,2020-04-30 19:47:13,38.89351,-77.05013000000001,0.0,At I-66/US-50/Constitution Ave NW - Accident.,23rd St NW,R,Washington,20037,US,US/Eastern,KDCA,2020-04-30 18:52:00,59.0,59.0,93.0,29.69,8.0,S,9.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2741700,Bing,,4,2020-04-30 20:43:46,2020-04-30 21:13:46,38.92954,-77.11654,0.245,Closed between Chain Bridge (Virginia End) and Chain Bridge (DC End) - Road closed due to accident.,Chain Brg,R,Washington,20016,US,US/Eastern,KDCA,2020-04-30 20:52:00,59.0,59.0,93.0,29.71,10.0,S,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2741701,Bing,,4,2020-04-30 20:42:06,2020-04-30 21:12:06,38.92481,-77.10712,0.0,Closed at Canal Rd NW - Road closed due to accident., Canal Rd NW,L,Washington,20016,US,US/Eastern,KDCA,2020-04-30 20:33:00,58.0,58.0,97.0,29.7,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-2741702,Bing,,4,2020-04-30 20:43:46,2020-04-30 21:13:46,38.930279999999996,-77.11208,0.245,Closed between Chain Bridge (DC End) and Chain Bridge (Virginia End) - Road closed due to accident.,Chain Brg,R,Washington,20016,US,US/Eastern,KDCA,2020-04-30 20:52:00,59.0,59.0,93.0,29.71,10.0,S,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-2741745,Bing,,3,2020-04-30 23:35:37,2020-05-01 01:35:37,38.87316,-77.04217,0.0,At Memorial Bridge - Accident. Right lane blocked.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2020-04-30 23:31:00,58.0,58.0,93.0,29.71,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2741746,Bing,,3,2020-04-30 23:35:37,2020-05-01 01:35:37,38.87316,-77.04217,0.0,At Memorial Bridge - Accident. Right lane blocked.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2020-04-30 23:31:00,58.0,58.0,93.0,29.71,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2743656,Bing,,2,2020-05-01 05:11:05,2020-05-01 05:26:05,38.88776,-76.96181,1.255,Between Baker St and Pennsylvania Ave - Accident.,Anacostia Fwy S,R,Washington,20019,US,US/Eastern,KWBC,2020-05-01 04:56:00,52.0,52.0,97.0,29.4,10.0,NW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2743659,Bing,,1,2020-05-01 05:55:29,2020-05-01 06:30:27,38.88776,-76.96181,1.255,Between Baker St and Pennsylvania Ave - Accident.,Anacostia Fwy S,R,Washington,20019,US,US/Eastern,KWBC,2020-05-01 05:56:00,53.0,53.0,99.0,29.42,8.0,WSW,5.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2743662,Bing,,2,2020-05-01 05:55:01,2020-05-01 06:29:59,38.89274,-77.05695,0.0,At US-50/Potomac River Fwy - Accident. Right lane blocked.,Theodore Roosevelt Memorial Brg E,R,Washington,20037,US,US/Eastern,KDCA,2020-05-01 05:52:00,55.0,55.0,86.0,29.71,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2743748,Bing,,2,2020-05-01 08:51:47,2020-05-01 09:26:45,38.86616,-76.99168,0.0,At Howard Rd/Exit 4B - Accident. Right lane blocked.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-05-01 08:56:00,52.0,52.0,89.0,29.47,10.0,NW,10.0,0.01,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743752,Bing,,2,2020-05-01 08:04:47,2020-05-01 08:19:47,38.882259999999995,-77.01585,0.0,At I-695 - Accident.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2020-05-01 07:52:00,54.0,54.0,80.0,29.75,10.0,NW,13.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743764,Bing,,2,2020-05-01 08:51:47,2020-05-01 09:26:45,38.882259999999995,-77.01585,0.0,At I-695 - Accident. Hard shoulder blocked.,I-395 N,R,Washington,20024,US,US/Eastern,KDCA,2020-05-01 08:52:00,53.0,53.0,83.0,29.78,10.0,NW,14.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743791,Bing,,2,2020-05-01 09:10:20,2020-05-01 09:25:20,38.86615,-76.99168,0.0,At Howard Rd/Exit 4B - Accident. Right lane blocked.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-05-01 08:56:00,52.0,52.0,89.0,29.47,10.0,NW,10.0,0.01,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743794,Bing,,2,2020-05-01 09:10:20,2020-05-01 09:45:18,38.86616,-76.99168,0.0,At Howard Rd/Exit 4B - Accident. Right lane blocked.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-05-01 08:56:00,52.0,52.0,89.0,29.47,10.0,NW,10.0,0.01,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743829,Bing,,2,2020-05-01 11:23:21,2020-05-01 11:38:21,38.86615,-76.99168,0.0,At Howard Rd/Exit 4B - Earlier accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-05-01 11:04:00,54.0,54.0,88.0,29.48,10.0,NNW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743841,Bing,,3,2020-05-01 10:19:01,2020-05-01 10:34:01,38.86616,-76.99168,0.0,At Howard Rd/Exit 4B - Accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-05-01 09:56:00,52.0,52.0,94.0,29.48,5.0,NNW,6.0,0.14,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743847,Bing,,3,2020-05-01 10:50:19,2020-05-01 11:05:19,38.86616,-76.99168,0.0,At Howard Rd/Exit 4B - Accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-05-01 10:50:00,54.0,54.0,88.0,29.48,10.0,NNW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743859,Bing,,3,2020-05-01 11:07:57,2020-05-01 11:22:57,38.86616,-76.99168,0.0,At Howard Rd/Exit 4B - Accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-05-01 11:04:00,54.0,54.0,88.0,29.48,10.0,NNW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2743866,Bing,,2,2020-05-01 11:23:21,2020-05-01 11:38:21,38.86616,-76.99168,0.0,At Howard Rd/Exit 4B - Earlier accident.,I-695 N,R,Washington,20020,US,US/Eastern,KWBC,2020-05-01 11:04:00,54.0,54.0,88.0,29.48,10.0,NNW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744057,Bing,,2,2020-05-01 15:21:46,2020-05-01 15:36:46,38.85305,-76.98317,0.0,At Alabama Ave SE - Accident., Stanton Rd SE,L,Washington,20020-7800,US,US/Eastern,KWBC,2020-05-01 14:56:00,62.0,62.0,50.0,29.46,10.0,WNW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2744062,Bing,,2,2020-05-01 15:21:46,2020-05-01 15:36:46,38.85305,-76.98317,0.0,At Alabama Ave SE - Accident., Stanton Rd SE,L,Washington,20020-7800,US,US/Eastern,KWBC,2020-05-01 14:56:00,62.0,62.0,50.0,29.46,10.0,WNW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2744068,Bing,,2,2020-05-01 15:28:49,2020-05-01 16:03:47,38.85631,-76.96996,0.0,At Alabama Ave SE - Accident., Alabama Ave SE,L,Washington,20020-2742,US,US/Eastern,KWBC,2020-05-01 15:56:00,65.0,65.0,47.0,29.46,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744088,Bing,,2,2020-05-01 15:47:37,2020-05-01 16:02:37,38.85631,-76.96996,0.0,At Alabama Ave SE - Accident., Alabama Ave SE,L,Washington,20020-2742,US,US/Eastern,KWBC,2020-05-01 15:56:00,65.0,65.0,47.0,29.46,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744090,Bing,,2,2020-05-01 16:26:41,2020-05-01 17:01:39,38.85305,-76.98317,0.0,At Alabama Ave SE - Accident., Stanton Rd SE,L,Washington,20020-7800,US,US/Eastern,KWBC,2020-05-01 15:56:00,65.0,65.0,47.0,29.46,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2744095,Bing,,2,2020-05-01 16:26:41,2020-05-01 17:01:39,38.85631,-76.96996,0.0,At Alabama Ave SE - Accident., Alabama Ave SE,L,Washington,20020-2742,US,US/Eastern,KWBC,2020-05-01 15:56:00,65.0,65.0,47.0,29.46,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744208,Bing,,2,2020-05-01 18:33:53,2020-05-01 18:48:53,38.89512,-76.94915,0.0,At 44th St NE - Accident., Benning Rd NE,L,Washington,20019-2645,US,US/Eastern,KWBC,2020-05-01 18:56:00,62.0,62.0,48.0,29.52,10.0,NW,17.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2744213,Bing,,2,2020-05-01 17:54:40,2020-05-01 18:09:40,38.89512,-76.94915,0.0,At 44th St NE - Accident., Benning Rd NE,L,Washington,20019-2645,US,US/Eastern,KWBC,2020-05-01 17:56:00,63.0,63.0,48.0,29.5,10.0,NW,15.0,0.0,Partly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2744251,Bing,,2,2020-05-01 18:16:34,2020-05-01 18:31:34,38.89512,-76.94915,0.0,At 44th St NE - Accident., Benning Rd NE,L,Washington,20019-2645,US,US/Eastern,KWBC,2020-05-01 17:56:00,63.0,63.0,48.0,29.5,10.0,NW,15.0,0.0,Partly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2744256,Bing,,1,2020-05-01 19:31:21,2020-05-01 20:01:21,38.93865,-77.02833000000001,0.0,At US-29/Georgia Ave NW - Accident., Kansas Ave NW,R,Washington,20011-5709,US,US/Eastern,KCGS,2020-05-01 19:23:00,62.0,62.0,41.0,29.79,10.0,WNW,9.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744257,Bing,,1,2020-05-01 19:31:21,2020-05-01 20:01:21,38.93865,-77.02833000000001,0.0,At Spring Rd NW - Accident., Kansas Ave NW,R,Washington,20011-5709,US,US/Eastern,KCGS,2020-05-01 19:23:00,62.0,62.0,41.0,29.79,10.0,WNW,9.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744266,Bing,,1,2020-05-01 18:44:45,2020-05-01 19:14:45,38.89512,-76.94915,0.0,At 44th St NE - Accident., Benning Rd NE,L,Washington,20019-2645,US,US/Eastern,KWBC,2020-05-01 18:56:00,62.0,62.0,48.0,29.52,10.0,NW,17.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2744267,Bing,,2,2020-05-01 18:45:22,2020-05-01 19:15:22,38.93864,-77.02834,0.0,At US-29/Georgia Ave NW - Accident., Kansas Ave NW,L,Washington,20011-5710,US,US/Eastern,KCGS,2020-05-01 18:43:00,63.0,63.0,39.0,29.77,10.0,WNW,10.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744269,Bing,,2,2020-05-01 18:45:22,2020-05-01 19:15:22,38.93864,-77.02834,0.0,At Spring Rd NW - Accident., Kansas Ave NW,L,Washington,20011-5710,US,US/Eastern,KCGS,2020-05-01 18:43:00,63.0,63.0,39.0,29.77,10.0,WNW,10.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744281,Bing,,1,2020-05-01 19:31:21,2020-05-01 20:01:21,38.93864,-77.02834,0.0,At Spring Rd NW - Accident., Kansas Ave NW,L,Washington,20011-5710,US,US/Eastern,KCGS,2020-05-01 19:23:00,62.0,62.0,41.0,29.79,10.0,WNW,9.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2744282,Bing,,1,2020-05-01 19:31:21,2020-05-01 20:01:21,38.93864,-77.02834,0.0,At US-29/Georgia Ave NW - Accident., Kansas Ave NW,L,Washington,20011-5710,US,US/Eastern,KCGS,2020-05-01 19:23:00,62.0,62.0,41.0,29.79,10.0,WNW,9.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2747612,Bing,,3,2020-05-03 08:30:18,2020-05-03 09:45:18,38.84544,-76.97025,0.053,At Wheeler Rd - Accident., Southern Ave,L,Washington,20020-1914,US,US/Eastern,KWBC,2020-05-03 08:53:00,61.0,61.0,68.0,29.58,10.0,WSW,8.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2747913,Bing,,2,2020-05-05 16:55:45,2020-05-05 17:10:45,38.935140000000004,-77.02525,0.0,At Park Rd NW/Monroe St NW - Accident., Princeton Pl NW,L,Washington,20010-1506,US,US/Eastern,KDCA,2020-05-05 16:52:00,58.0,58.0,49.0,29.9,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2747918,Bing,,2,2020-05-05 16:27:24,2020-05-05 16:42:24,38.935140000000004,-77.02525,0.005,At Park Rd NW/Monroe St NW - Accident., Princeton Pl NW,L,Washington,20010-1506,US,US/Eastern,KDCA,2020-05-05 16:52:00,58.0,58.0,49.0,29.9,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2747921,Bing,,4,2020-05-05 16:20:19,2020-05-05 16:35:19,38.9519,-77.02741999999999,0.08199999999999999,Closed at Kennedy St NW - Road closed due to accident., Georgia Ave NW,R,Washington,20011-3936,US,US/Eastern,KCGS,2020-05-05 16:23:00,57.0,57.0,36.0,29.84,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2747922,Bing,,4,2020-05-05 16:20:19,2020-05-05 16:35:19,38.95308,-77.02759,0.08199999999999999,Closed at Arkansas Ave NW - Road closed due to accident., Hamilton St NW,R,Washington,20011-3927,US,US/Eastern,KCGS,2020-05-05 16:23:00,57.0,57.0,36.0,29.84,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
